station_code,지번주소,si,city,dong,road_addr
45,제주특별자치도 제주시 애월읍 하귀1리 492-19,제주시,애월읍,하귀1리,일주서로
46,제주특별자치도 제주시 애월읍 하귀1리 477-1,제주시,애월읍,하귀1리,하귀11길
47,제주특별자치도 제주시 애월읍 하귀2리 3017,제주시,애월읍,하귀2리,하소로
48,제주특별자치도 제주시 애월읍 하귀2리 2297-3,제주시,애월읍,하귀2리,하소로
49,제주특별자치도 제주시 외도일동 644-6,제주시,제주시,외도일동,우정로
50,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,우정로
51,제주특별자치도 제주시 도평동 1351-1,제주시,제주시,도평동,대통길
52,제주특별자치도 제주시 도평동 1352-3,제주시,제주시,도평동,우평로
53,제주특별자치도 제주시 외도일동 1587-2,제주시,제주시,외도일동,우평로
54,제주특별자치도 제주시 외도일동 641-1,제주시,제주시,외도일동,우정로18길
55,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,우령서로
56,제주특별자치도 제주시 외도일동 1609-1,제주시,제주시,외도일동,우령서로
57,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,우령서로
58,제주특별자치도 제주시 외도일동 1652-5,제주시,제주시,외도일동,우령서로
59,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,우정로
60,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,도근내길
61,제주특별자치도 제주시 외도일동 498-9,제주시,제주시,외도일동,우정로
62,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,우정로
63,제주특별자치도 제주시 외도일동 646-1,제주시,제주시,외도일동,우정로
64,제주특별자치도 제주시 애월읍 하귀2리 2424-7,제주시,애월읍,하귀2리,하귀26길
65,제주특별자치도 제주시 오라이동 3044-3,제주시,제주시,오라이동,연사길
66,제주특별자치도 제주시 오라이동 3827-6,제주시,제주시,오라이동,연사길
67,제주특별자치도 제주시 오라이동 3827-6,제주시,제주시,오라이동,연사길
68,제주특별자치도 제주시 오라이동 3827-6,제주시,제주시,오라이동,연사길
69,제주특별자치도 제주시 오라이동 3827-6,제주시,제주시,오라이동,연사길
70,제주특별자치도 제주시 오라이동 3827-6,제주시,제주시,오라이동,연사길
71,제주특별자치도 제주시 오라이동 1364-10,제주시,제주시,오라이동,연사길
72,제주특별자치도 제주시 오라이동 1373-3,제주시,제주시,오라이동,연사길
73,제주특별자치도 제주시 오라일동 1044-12,제주시,제주시,오라일동,오남로
74,제주특별자치도 제주시 도남동 1039-3,제주시,제주시,도남동,청사로1길
75,제주특별자치도 제주시 오라일동 1042-6,제주시,제주시,오라일동,연삼로
76,제주특별자치도 제주시 오라일동 1001-9,제주시,제주시,오라일동,오라로14길
77,제주특별자치도 제주시 오라이동 1209-3,제주시,제주시,오라이동,연삼로
78,제주특별자치도 제주시 오라이동 1212-1,제주시,제주시,오라이동,연삼로
79,제주특별자치도 제주시 오라삼동 2138-1,제주시,제주시,오라삼동,연삼로
80,제주특별자치도 제주시 오라삼동 3827-3,제주시,제주시,오라삼동,연삼로
83,제주특별자치도 제주시 애월읍 수산리 507-1,제주시,애월읍,수산리,수산4길
84,제주특별자치도 제주시 애월읍 수산리 2271,제주시,애월읍,수산리,하소로
85,제주특별자치도 제주시 애월읍 수산리 531-2,제주시,애월읍,수산리,하소로
86,제주특별자치도 제주시 애월읍 수산리 550-1,제주시,애월읍,수산리,하소로
87,제주특별자치도 제주시 오라삼동 2743-3,제주시,제주시,오라삼동,연삼로
88,제주특별자치도 제주시 오라삼동 2728-2,제주시,제주시,오라삼동,연삼로
89,제주특별자치도 제주시 연동 305-3,제주시,제주시,연동,연삼로
90,제주특별자치도 제주시 연동 2335-4,제주시,제주시,연동,일주서로
91,제주특별자치도 제주시 연동 1939-8,제주시,제주시,연동,일주서로
92,제주특별자치도 제주시 연동 2335-4,제주시,제주시,연동,일주서로
93,제주특별자치도 제주시 연동 2419-3,제주시,제주시,연동,일주서로
94,제주특별자치도 제주시 연동 2395-1,제주시,제주시,연동,일주서로
95,제주특별자치도 제주시 연동 2412-1,제주시,제주시,연동,일주서로
96,제주특별자치도 제주시 노형동 1142-3,제주시,제주시,노형동,일주서로
97,제주특별자치도 제주시 노형동 1297-1,제주시,제주시,노형동,일주서로
98,제주특별자치도 제주시 노형동 1141-3,제주시,제주시,노형동,일주서로
99,제주특별자치도 제주시 도두일동 2270-2,제주시,제주시,도두일동,일주서로
100,제주특별자치도 제주시 도두일동 2270-3,제주시,제주시,도두일동,일주서로
107,제주특별자치도 제주시 도남동 91-3,제주시,제주시,도남동,도남로
108,제주특별자치도 제주시 건입동 918-13,제주시,제주시,건입동,칠머리길
109,제주특별자치도 제주시 건입동 918-54,제주시,제주시,건입동,임항로
110,제주특별자치도 제주시 건입동 1429-1,제주시,제주시,건입동,임항로
111,제주특별자치도 제주시 건입동 984-118,제주시,제주시,건입동,임항로
112,제주특별자치도 제주시 건입동 1429,제주시,제주시,건입동,임항로
113,제주특별자치도 제주시 건입동 1388-18,제주시,제주시,건입동,임항로
114,제주특별자치도 제주시 일도일동 1279-5,제주시,제주시,일도일동,중앙로
115,제주특별자치도 제주시 일도일동 1277-2,제주시,제주시,일도일동,중앙로
116,제주특별자치도 제주시 아라일동 1918-9,제주시,제주시,아라일동,중앙로
117,제주특별자치도 제주시 아라일동 499-13,제주시,제주시,아라일동,중앙로
118,제주특별자치도 제주시 아라일동 2995-21,제주시,제주시,아라일동,보배길
119,제주특별자치도 제주시 아라일동 1918-13,제주시,제주시,아라일동,보배길
120,제주특별자치도 제주시 아라일동 1810-10,제주시,제주시,아라일동,중앙로
121,제주특별자치도 제주시 아라일동 1803-8,제주시,제주시,아라일동,중앙로
122,제주특별자치도 제주시 아라일동 6174,제주시,제주시,아라일동,중앙로
123,제주특별자치도 제주시 아라일동 6082-5,제주시,제주시,아라일동,중앙로
124,제주특별자치도 제주시 아라일동 6174,제주시,제주시,아라일동,중앙로
125,제주특별자치도 제주시 아라일동 6092-7,제주시,제주시,아라일동,중앙로
126,제주특별자치도 제주시 노형동 767,제주시,제주시,노형동,연북로
127,제주특별자치도 제주시 영평동 산 8-24,제주시,제주시,영평동,516로
128,제주특별자치도 제주시 아라일동 산 1-4,제주시,제주시,아라일동,516로
129,제주특별자치도 제주시 아라일동 4-121,제주시,제주시,아라일동,산천단동길
130,제주특별자치도 제주시 아라일동 2986-1,제주시,제주시,아라일동,산록북로
131,제주특별자치도 제주시 아라일동 6174,제주시,제주시,아라일동,중앙로
132,제주특별자치도 제주시 아라일동 6101,제주시,제주시,아라일동,중앙로
135,제주특별자치도 제주시 아라일동 371-4,제주시,제주시,아라일동,516로
136,제주특별자치도 제주시 아라일동 370-10,제주시,제주시,아라일동,516로
137,제주특별자치도 제주시 아라일동 2995-25,제주시,제주시,아라일동,516로
138,제주특별자치도 제주시 아라일동 415-14,제주시,제주시,아라일동,516로
139,제주특별자치도 제주시 월평동 651-2,제주시,제주시,월평동,첨단동길
140,제주특별자치도 제주시 월평동 651-73,제주시,제주시,월평동,첨단동길
141,제주특별자치도 제주시 도남동 91-2,제주시,제주시,도남동,연삼로
142,제주특별자치도 제주시 도남동 59-7,제주시,제주시,도남동,연삼로
143,제주특별자치도 제주시 영평동 2255-2,제주시,제주시,영평동,516로
144,제주특별자치도 제주시 영평동 2255-5,제주시,제주시,영평동,516로
145,제주특별자치도 제주시 영평동 산 8-23,제주시,제주시,영평동,516로
146,제주특별자치도 제주시 영평동 산 8-6,제주시,제주시,영평동,516로
147,제주특별자치도 제주시 삼도일동 585-35,제주시,제주시,삼도일동,서광로
148,제주특별자치도 제주시 삼도일동 585-35,제주시,제주시,삼도일동,서광로
149,제주특별자치도 제주시 오라일동 2455-2,제주시,제주시,오라일동,서광로
150,제주특별자치도 제주시 용담일동 2829-7,제주시,제주시,용담일동,서광로
151,제주특별자치도 제주시 삼도일동 585-35,제주시,제주시,삼도일동,서광로
152,제주특별자치도 제주시 삼도일동 585-35,제주시,제주시,삼도일동,서광로
153,제주특별자치도 제주시 삼도일동 533-6,제주시,제주시,삼도일동,서사로
154,제주특별자치도 제주시 삼도일동 585-13,제주시,제주시,삼도일동,서사로
155,제주특별자치도 제주시 삼도일동 531-14,제주시,제주시,삼도일동,서사로
157,제주특별자치도 제주시 도남동 1035-1,제주시,제주시,도남동,연삼로
158,제주특별자치도 제주시 도남동 792-4,제주시,제주시,도남동,연삼로
164,제주특별자치도 제주시 이도일동 1775-21,제주시,제주시,이도일동,서광로
165,제주특별자치도 제주시 이도일동 1941,제주시,제주시,이도일동,서광로
166,제주특별자치도 제주시 이도이동 1940,제주시,제주시,이도이동,서광로
167,제주특별자치도 제주시 삼도일동 585-35,제주시,제주시,삼도일동,서광로
168,제주특별자치도 제주시 삼도일동 585-35,제주시,제주시,삼도일동,서광로
169,제주특별자치도 제주시 오라이동 2424-7,제주시,제주시,오라이동,서광로
170,제주특별자치도 제주시 용담이동 2638-1,제주시,제주시,용담이동,서광로
171,제주특별자치도 제주시 오라삼동 2341-8,제주시,제주시,오라삼동,서광로
172,제주특별자치도 제주시 오라삼동 2574-1,제주시,제주시,오라삼동,서광로
173,제주특별자치도 제주시 용담이동 2775,제주시,제주시,용담이동,서광로
174,제주특별자치도 제주시 용담이동 2580-77,제주시,제주시,용담이동,명주길
175,제주특별자치도 제주시 연동 2514-1,제주시,제주시,연동,명주길
176,제주특별자치도 제주시 조천읍 신촌리 4005,제주시,조천읍,신촌리,일주동로
177,제주특별자치도 제주시 조천읍 신촌리 3160-13,제주시,조천읍,신촌리,일주동로
178,제주특별자치도 제주시 조천읍 신촌리 3096-10,제주시,조천읍,신촌리,신촌서1길
179,제주특별자치도 제주시 조천읍 신촌리 3099-14,제주시,조천읍,신촌리,신촌서2길
180,제주특별자치도 제주시 조천읍 신촌리 3901-3,제주시,조천읍,신촌리,돌송이길
181,제주특별자치도 제주시 삼양일동 591-5,제주시,제주시,삼양일동,돌송이길
184,제주특별자치도 제주시 연동 272,제주시,제주시,연동,신광로
185,제주특별자치도 제주시 연동 262-5,제주시,제주시,연동,신광로
186,제주특별자치도 제주시 연동 273,제주시,제주시,연동,노연로
187,제주특별자치도 제주시 연동 283,제주시,제주시,연동,노연로
188,제주특별자치도 제주시 연동 293,제주시,제주시,연동,노연로
189,제주특별자치도 제주시 연동 293,제주시,제주시,연동,노연로
190,제주특별자치도 제주시 연동 313,제주시,제주시,연동,선덕로
191,제주특별자치도 제주시 연동 323-14,제주시,제주시,연동,선덕로
192,제주특별자치도 제주시 조천읍 함덕리 1002-124,제주시,조천읍,함덕리,함덕18길
193,제주특별자치도 제주시 조천읍 함덕리 286-20,제주시,조천읍,함덕리,신북로
195,제주특별자치도 제주시 조천읍 함덕리 4171,제주시,조천읍,함덕리,함와로
196,제주특별자치도 제주시 조천읍 함덕리 72-5,제주시,조천읍,함덕리,함와로
197,제주특별자치도 제주시 조천읍 함덕리 72-60,제주시,조천읍,함덕리,함와로
198,제주특별자치도 제주시 조천읍 함덕리 1002-73,제주시,조천읍,함덕리,신북로
199,제주특별자치도 제주시 영평동 2124-3,제주시,제주시,영평동,사송길
200,제주특별자치도 제주시 아라일동 35-5,제주시,제주시,아라일동,제주대학로
201,제주특별자치도 제주시 아라이동 35-35,제주시,제주시,아라이동,제주대학로
202,제주특별자치도 제주시 아라일동 349-5,제주시,제주시,아라일동,제주대학로
203,제주특별자치도 제주시 아라일동 349-1,제주시,제주시,아라일동,제주대학로
204,제주특별자치도 제주시 아라일동 452-2,제주시,제주시,아라일동,제주대학로
205,제주특별자치도 제주시 아라일동 452-2,제주시,제주시,아라일동,제주대학로
206,제주특별자치도 제주시 아라일동 428-2,제주시,제주시,아라일동,제주대학로4길
207,제주특별자치도 제주시 아라일동 426-3,제주시,제주시,아라일동,한북로
208,제주특별자치도 제주시 일도이동 414,제주시,제주시,일도이동,고마로
209,제주특별자치도 제주시 일도이동 459,제주시,제주시,일도이동,고마로
210,제주특별자치도 제주시 일도이동 432,제주시,제주시,일도이동,고마로
211,제주특별자치도 제주시 일도이동 330-26,제주시,제주시,일도이동,고마로
212,제주특별자치도 제주시 일도이동 432,제주시,제주시,일도이동,고마로
213,제주특별자치도 제주시 일도이동 161-2,제주시,제주시,일도이동,고마로
214,제주특별자치도 제주시 일도이동 421,제주시,제주시,일도이동,고마로
215,제주특별자치도 제주시 일도이동 550-2,제주시,제주시,일도이동,고마로
216,제주특별자치도 제주시 건입동 918-13,제주시,제주시,건입동,임항로
218,제주특별자치도 제주시 건입동 918-13,제주시,제주시,건입동,임항로
219,제주특별자치도 제주시 삼양일동 2681-1,제주시,제주시,삼양일동,일주동로
220,제주특별자치도 제주시 삼양일동 1509-4,제주시,제주시,삼양일동,일주동로
221,제주특별자치도 제주시 삼양이동 2186-1,제주시,제주시,삼양이동,일주동로
222,제주특별자치도 제주시 삼양이동 2186-1,제주시,제주시,삼양이동,일주동로
223,제주특별자치도 제주시 삼양이동 2186-1,제주시,제주시,삼양이동,설촌로2길
224,제주특별자치도 제주시 삼양이동 2186-1,제주시,제주시,삼양이동,일주동로
225,제주특별자치도 제주시 조천읍 조천리 3462,제주시,조천읍,조천리,신북로
226,제주특별자치도 제주시 조천읍 조천리 2385,제주시,조천읍,조천리,신북로
228,제주특별자치도 제주시 조천읍 조천리 3205-1,제주시,조천읍,조천리,신북로
229,제주특별자치도 제주시 조천읍 조천리 3231,제주시,조천읍,조천리,신북로
230,제주특별자치도 제주시 조천읍 신촌리 541-4,제주시,조천읍,신촌리,신촌11길
231,제주특별자치도 제주시 조천읍 신촌리 529-17,제주시,조천읍,신촌리,신북로
232,제주특별자치도 제주시 조천읍 신촌리 4005,제주시,조천읍,신촌리,신북로
233,제주특별자치도 제주시 조천읍 신촌리 1791-2,제주시,조천읍,신촌리,신북로
234,제주특별자치도 제주시 조천읍 신촌리 1823-5,제주시,조천읍,신촌리,신북로
235,제주특별자치도 제주시 조천읍 신촌리 4005,제주시,조천읍,신촌리,신북로
236,제주특별자치도 제주시 봉개동 602-5,제주시,제주시,봉개동,명림로
237,제주특별자치도 제주시 봉개동 2736,제주시,제주시,봉개동,명림로
239,제주특별자치도 제주시 봉개동 1829-3,제주시,제주시,봉개동,번영로
240,제주특별자치도 제주시 화북일동 29-1,제주시,제주시,화북일동,일주동로
241,제주특별자치도 제주시 화북일동 1265-1,제주시,제주시,화북일동,일주동로
242,제주특별자치도 제주시 화북일동 1221-13,제주시,제주시,화북일동,동화로
243,제주특별자치도 제주시 화북일동 29-4,제주시,제주시,화북일동,동화로
244,제주특별자치도 제주시 화북이동 826-7,제주시,제주시,화북이동,동화로
245,제주특별자치도 제주시 화북이동 824-9,제주시,제주시,화북이동,동화로
246,제주특별자치도 제주시 봉개동 1504-5,제주시,제주시,봉개동,중산간동로
247,제주특별자치도 제주시 봉개동 1504-1,제주시,제주시,봉개동,중산간동로
248,제주특별자치도 제주시 회천동 2939-2,제주시,제주시,회천동,서회천길
249,제주특별자치도 제주시 회천동 3270,제주시,제주시,회천동,서회천길
250,제주특별자치도 제주시 조천읍 조천리 2211-4,제주시,조천읍,조천리,신북로
251,제주특별자치도 제주시 일도이동 115-11,제주시,제주시,일도이동,남광로
252,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,남광로
253,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,남광로
254,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,태성로
255,제주특별자치도 제주시 일도이동 91-1,제주시,제주시,일도이동,남광로
256,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,남광로
257,제주특별자치도 제주시 일도이동 115-13,제주시,제주시,일도이동,남광로
258,제주특별자치도 제주시 일도이동 115-13,제주시,제주시,일도이동,연삼로
259,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,연삼로
260,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,연삼로
261,제주특별자치도 제주시 일도이동 115,제주시,제주시,일도이동,고마로
262,제주특별자치도 제주시 이도이동 409-3,제주시,제주시,이도이동,고마로
263,제주특별자치도 제주시 봉개동 2736,제주시,제주시,봉개동,중산간동로
264,제주특별자치도 제주시 봉개동 2736,제주시,제주시,봉개동,진목5길
265,제주특별자치도 제주시 화북일동 1995-7,제주시,제주시,화북일동,진동로
266,제주특별자치도 제주시 화북일동 4208-2,제주시,제주시,화북일동,진남로
267,제주특별자치도 제주시 화북일동 1995,제주시,제주시,화북일동,진남로
268,제주특별자치도 제주시 화북일동 1995-5,제주시,제주시,화북일동,일주동로
269,제주특별자치도 제주시 이도일동 1938,제주시,제주시,이도일동,중앙로
270,제주특별자치도 제주시 이도일동 1938,제주시,제주시,이도일동,중앙로
271,제주특별자치도 제주시 이도일동 1938,제주시,제주시,이도일동,중앙로
272,제주특별자치도 제주시 이도일동 1789-3,제주시,제주시,이도일동,중앙로
273,제주특별자치도 제주시 이도이동 1938-1,제주시,제주시,이도이동,동광로
274,제주특별자치도 제주시 이도일동 1938,제주시,제주시,이도일동,동광로
275,제주특별자치도 제주시 이도이동 326,제주시,제주시,이도이동,동광로
276,제주특별자치도 제주시 일도이동 449,제주시,제주시,일도이동,동광로
277,제주특별자치도 제주시 일도이동 449,제주시,제주시,일도이동,동광로
278,제주특별자치도 제주시 일도이동 449,제주시,제주시,일도이동,동광로
279,제주특별자치도 제주시 일도일동 1478-9,제주시,제주시,일도일동,동문로
280,제주특별자치도 제주시 일도일동 1491-1,제주시,제주시,일도일동,동문로
281,제주특별자치도 제주시 이도일동 1932-42,제주시,제주시,이도일동,중앙로
282,제주특별자치도 제주시 이도일동 1932-42,제주시,제주시,이도일동,중앙로
283,제주특별자치도 제주시 이도일동 1471-3,제주시,제주시,이도일동,중앙로
284,제주특별자치도 제주시 이도일동 1466-1,제주시,제주시,이도일동,중앙로
285,제주특별자치도 제주시 이도일동 1938,제주시,제주시,이도일동,중앙로
286,제주특별자치도 제주시 삼도이동 230-3,제주시,제주시,삼도이동,중앙로
287,제주특별자치도 제주시 봉개동 365-3,제주시,제주시,봉개동,명림로
288,제주특별자치도 제주시 봉개동 417-4,제주시,제주시,봉개동,명림로
289,제주특별자치도 제주시 봉개동 484-2,제주시,제주시,봉개동,명림로
290,제주특별자치도 제주시 봉개동 2736,제주시,제주시,봉개동,명림로
291,제주특별자치도 제주시 일도이동 449,제주시,제주시,일도이동,동광로
292,제주특별자치도 제주시 일도이동 449,제주시,제주시,일도이동,동광로
293,제주특별자치도 제주시 건입동 256-2,제주시,제주시,건입동,일주동로
294,제주특별자치도 제주시 화북이동 4947-3,제주시,제주시,화북이동,일주동로
295,제주특별자치도 제주시 화북이동 3254-2,제주시,제주시,화북이동,번영로
296,제주특별자치도 제주시 화북이동 5756,제주시,제주시,화북이동,번영로
297,제주특별자치도 제주시 화북이동 5749-22,제주시,제주시,화북이동,번영로
298,제주특별자치도 제주시 화북이동 5756,제주시,제주시,화북이동,부록길
299,제주특별자치도 제주시 용담이동 746-3,제주시,제주시,용담이동,용문로
300,제주특별자치도 제주시 용담이동 2580-42,제주시,제주시,용담이동,용문로
301,제주특별자치도 제주시 용담이동 675,제주시,제주시,용담이동,용문로
302,제주특별자치도 제주시 용담이동 2681-47,제주시,제주시,용담이동,용문로
303,제주특별자치도 제주시 용담이동 645-25,제주시,제주시,용담이동,용문로
304,제주특별자치도 제주시 용담이동 2679-18,제주시,제주시,용담이동,용문로
305,제주특별자치도 제주시 용담이동 641-29,제주시,제주시,용담이동,용문로
306,제주특별자치도 제주시 용담일동 2583,제주시,제주시,용담일동,서문로
307,제주특별자치도 제주시 용담일동 2579-1,제주시,제주시,용담일동,서문로
308,제주특별자치도 제주시 용담일동 288-1,제주시,제주시,용담일동,서문로
309,제주특별자치도 제주시 일도이동 421,제주시,제주시,일도이동,동문로
310,제주특별자치도 제주시 일도이동 1050-1,제주시,제주시,일도이동,동문로
311,제주특별자치도 제주시 건입동 1047-1,제주시,제주시,건입동,동문로
312,제주특별자치도 제주시 일도이동 1050-1,제주시,제주시,일도이동,동문로
313,제주특별자치도 제주시 건입동 1109-10,제주시,제주시,건입동,동문로
314,제주특별자치도 제주시 건입동 1427-5,제주시,제주시,건입동,동문로
315,제주특별자치도 제주시 일도이동 421,제주시,제주시,일도이동,동문로
316,제주특별자치도 제주시 건입동 711,제주시,제주시,건입동,동문로
317,제주특별자치도 제주시 연동 304,제주시,제주시,연동,신대로
318,제주특별자치도 제주시 연동 302,제주시,제주시,연동,신대로
319,제주특별자치도 제주시 연동 303,제주시,제주시,연동,신대로
320,제주특별자치도 제주시 연동 301,제주시,제주시,연동,신대로
321,제주특별자치도 제주시 연동 301-5,제주시,제주시,연동,신대로
322,제주특별자치도 제주시 용담일동 2579-1,제주시,제주시,용담일동,서문로
323,제주특별자치도 제주시 용담일동 128,제주시,제주시,용담일동,서문로
324,제주특별자치도 제주시 삼도이동 955-3,제주시,제주시,삼도이동,관덕로
325,제주특별자치도 제주시 삼도이동 1222-2,제주시,제주시,삼도이동,관덕로
326,제주특별자치도 제주시 삼도이동 1230-4,제주시,제주시,삼도이동,서사로5길
327,제주특별자치도 제주시 삼도일동 1230,제주시,제주시,삼도일동,서사로
328,제주특별자치도 제주시 삼도일동 1230,제주시,제주시,삼도일동,서사로
329,제주특별자치도 제주시 삼도이동 1230-4,제주시,제주시,삼도이동,서사로
330,제주특별자치도 제주시 도남동 99-1,제주시,제주시,도남동,도남로
331,제주특별자치도 제주시 이도이동 747,제주시,제주시,이도이동,구남로
332,제주특별자치도 제주시 이도이동 777,제주시,제주시,이도이동,구남로
333,제주특별자치도 제주시 이도이동 867,제주시,제주시,이도이동,남광로
334,제주특별자치도 제주시 이도이동 1084-6,제주시,제주시,이도이동,남광로
335,제주특별자치도 제주시 이도이동 538-18,제주시,제주시,이도이동,남광로
336,제주특별자치도 제주시 이도이동 538-18,제주시,제주시,이도이동,남광로
337,제주특별자치도 제주시 이도이동 438,제주시,제주시,이도이동,남광로
338,제주특별자치도 제주시 이도이동 443,제주시,제주시,이도이동,신설로2길
339,제주특별자치도 제주시 이도이동 440,제주시,제주시,이도이동,남광로
340,제주특별자치도 제주시 이도이동 443,제주시,제주시,이도이동,남광로
341,제주특별자치도 제주시 연동 271,제주시,제주시,연동,삼무로
342,제주특별자치도 제주시 연동 281,제주시,제주시,연동,삼무로
343,제주특별자치도 제주시 연동 291,제주시,제주시,연동,삼무로
344,제주특별자치도 제주시 연동 291,제주시,제주시,연동,삼무로
345,제주특별자치도 제주시 연동 291,제주시,제주시,연동,삼무로
346,제주특별자치도 제주시 연동 291,제주시,제주시,연동,삼무로
347,제주특별자치도 제주시 이호일동 613-13,제주시,제주시,이호일동,도리로
348,제주특별자치도 제주시 이호일동 1961,제주시,제주시,이호일동,백포동길
349,제주특별자치도 제주시 이호일동 647-2,제주시,제주시,이호일동,도리로
350,제주특별자치도 제주시 이호일동 451-3,제주시,제주시,이호일동,도리로
351,제주특별자치도 제주시 이호일동 1600-18,제주시,제주시,이호일동,도리로
352,제주특별자치도 제주시 이호일동 1600-2,제주시,제주시,이호일동,도리로
353,제주특별자치도 제주시 노형동 1085,제주시,제주시,노형동,남녕로
354,제주특별자치도 제주시 노형동 1297-2,제주시,제주시,노형동,남녕로
355,제주특별자치도 제주시 연동 2335-1,제주시,제주시,연동,도령로
356,제주특별자치도 제주시 노형동 1273-6,제주시,제주시,노형동,남녕로
357,제주특별자치도 제주시 연동 2335-4,제주시,제주시,연동,도령로
358,제주특별자치도 제주시 연동 250,제주시,제주시,연동,제원1길
359,제주특별자치도 제주시 노형동 1297-5,제주시,제주시,노형동,도령로
360,제주특별자치도 제주시 노형동 968-3,제주시,제주시,노형동,도령로
361,제주특별자치도 제주시 노형동 999,제주시,제주시,노형동,도령로
362,제주특별자치도 제주시 노형동 1297-3,제주시,제주시,노형동,도령로
363,제주특별자치도 제주시 조천읍 조천리 1937-3,제주시,조천읍,조천리,조와로
